case_id,failure_mode,why_not_vehicle_shell,what_evidence_would_be_needed,manual_review_needed,not_allowed_conclusion
GTREF_GM_RM011_s0_2,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s379_257,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s379_257,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s379_257,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s380_258,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s380_259,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s380_260,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s380_260,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s381_261,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s381_262,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s381_263,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s381_263,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s381_263,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s381_263,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s382_266,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s382_266,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s382_266,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s382_266,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_267,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_268,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_269,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_269,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_269,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s383_269,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_270,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_271,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_272,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_272,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_272,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s384_272,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s385_273,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s385_274,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s385_275,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s385_275,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s385_275,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s386_277,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s386_278,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s386_278,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s386_278,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s387_279,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s387_281,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
