case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_PAIRED_GM_RM017_s354_182,182,GM_RM017,354,paired_215,good,yes,strip_plus_endpoint,SHELL_0185,6,2,1,56.5,24.453,0.368,0.3523,0.1407,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s355_183,183,GM_RM017,355,paired_215,good,yes,enclosed_shell,SHELL_0186,5,3,1,51.353,20.515,0.344,0.2636,0.1066,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s355_184,184,GM_RM017,355,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,164.926,19.755,0.9914,0.2647,0.1333,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s355_185,185,GM_RM017,355,paired_215,good,yes,strip_plus_endpoint,SHELL_0188,6,2,1,46.626,25.563,0.2998,0.3609,0.136,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s356_186,186,GM_RM017,356,paired_215,good,yes,enclosed_shell,SHELL_0189,5,3,1,38.487,21.755,0.2366,0.2972,0.0949,uncertain,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s356_187,187,GM_RM017,356,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,43.961,26.916,0.2922,0.3925,0.1115,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s356_188,188,GM_RM017,356,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,168.194,22.663,0.9977,0.2872,0.1339,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s357_189,189,GM_RM017,357,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0192,6,2,1,54.947,21.919,0.3378,0.3062,0.1055,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s357_190,190,GM_RM017,357,paired_215,good,yes,strip_plus_endpoint,SHELL_0193,6,2,1,53.592,23.722,0.3443,0.3487,0.1393,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s357_191,191,GM_RM017,357,paired_215,good,yes,strip_plus_endpoint,SHELL_0194,6,2,1,92.838,22.81,0.5627,0.2893,0.1435,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s358_192,192,GM_RM017,358,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0195,6,2,1,55.852,23.575,0.3587,0.2977,0.1041,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s358_193,193,GM_RM017,358,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,59.307,27.025,0.3629,0.3607,0.1201,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s358_194,194,GM_RM017,358,paired_215,good,yes,strip_plus_endpoint,SHELL_0197,6,2,1,61.108,24.517,0.3854,0.3157,0.1393,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s359_195,195,GM_RM017,359,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;side_ridge_or_strip,6,2,0,53.779,25.923,0.3251,0.3537,0.0726,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s359_196,196,GM_RM017,359,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,56.851,23.686,0.3615,0.324,0.1139,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s359_197,197,GM_RM017,359,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,159.591,18.969,0.9352,0.2703,0.1319,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s360_198,198,GM_RM017,360,paired_215,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,36.261,22.816,0.2283,0.29,0.0384,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s360_199,199,GM_RM017,360,paired_215,good,yes,strip_plus_endpoint,SHELL_0202,6,2,1,56.488,24.521,0.3879,0.3165,0.1377,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s360_200,200,GM_RM017,360,paired_215,good,yes,strip_plus_endpoint,SHELL_0203,6,2,1,85.979,23.047,0.5498,0.2849,0.1448,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s361_201,201,GM_RM017,361,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0204,6,2,1,96.874,24.717,0.5828,0.3349,0.1059,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s361_202,202,GM_RM017,361,paired_215,good,yes,strip_plus_endpoint,SHELL_0205,6,2,1,41.071,25.055,0.2527,0.3527,0.1366,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s361_203,203,GM_RM017,361,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,159.081,22.008,0.8996,0.303,0.1394,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s362_204,204,GM_RM017,362,paired_215,good,yes,enclosed_shell,SHELL_0207,5,3,1,51.601,25.044,0.3641,0.3321,0.1193,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s362_205,205,GM_RM017,362,paired_215,good,yes,strip_plus_endpoint,SHELL_0208,6,2,1,58.653,24.63,0.3796,0.316,0.1329,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s362_206,206,GM_RM017,362,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,157.135,21.331,1.0204,0.2583,0.1385,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s363_207,207,GM_RM017,363,paired_215,good,yes,strip_plus_endpoint,SHELL_0210,6,2,1,64.258,26.469,0.3917,0.3361,0.1148,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s363_208,208,GM_RM017,363,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,57.443,25.437,0.3642,0.3565,0.1074,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s363_209,209,GM_RM017,363,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,155.08,22.12,0.8735,0.289,0.1376,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s364_210,210,GM_RM017,364,paired_215,good,yes,strip_plus_endpoint,SHELL_0213,6,2,1,118.656,23.946,0.6553,0.2972,0.113,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s364_211,211,GM_RM017,364,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,60.27,26.01,0.3809,0.3295,0.1027,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s364_212,212,GM_RM017,364,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,135.396,22.785,0.7534,0.2896,0.1304,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s365_213,213,GM_RM017,365,paired_215,good,yes,strip_plus_endpoint,SHELL_0216,6,2,1,96.624,21.48,0.5852,0.272,0.1245,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s365_214,214,GM_RM017,365,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,56.904,24.81,0.3718,0.327,0.1026,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s365_215,215,GM_RM017,365,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,6,1,0,124.821,21.494,0.7875,0.2982,0.1376,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s366_216,216,GM_RM017,366,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,61.235,28.213,0.3608,0.3425,0.0921,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s366_217,217,GM_RM017,366,paired_215,review_too_large,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,129.817,25.113,0.7096,0.2978,0.1276,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s366_218,218,GM_RM017,366,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0221,6,2,1,50.159,23.353,0.2757,0.2937,0.1071,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s367_219,219,GM_RM017,367,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,59.594,26.792,0.3829,0.3133,0.1002,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s367_220,220,GM_RM017,367,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,126.027,20.911,0.7687,0.2749,0.1313,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s367_221,221,GM_RM017,367,paired_215,review_multi_structure,yes,strip_plus_endpoint,SHELL_0224,6,2,1,101.709,19.132,0.6071,0.2481,0.1204,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s368_222,222,GM_RM017,368,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,64.354,30.09,0.4093,0.3605,0.1038,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s368_223,223,GM_RM017,368,paired_215,good,yes,strip_plus_endpoint,SHELL_0226,6,2,1,69.34,27.913,0.3983,0.3771,0.1226,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s368_224,224,GM_RM017,368,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,132.504,22.441,0.7625,0.2759,0.1282,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
